index,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekdaySale,MonthSale,AgeBuilding,Weekend
6394,Toorak,2,h,3260000.0,S,Marshall,2017-02-25,4.6,3142,2,2,2,334.0,126.0,Stonnington,-37.8361,145.023,Southern Metropolitan,7217,"-37.8361, 145.023",Ct,5,2,47,1
6395,Toorak,2,h,1900000.0,S,Kay,2017-02-25,4.6,3142,2,2,0,218.0,126.0,Stonnington,-37.847,145.0064,Southern Metropolitan,7217,"-37.847, 145.0064",St,5,2,47,1
6396,Toorak,2,u,690000.0,S,other,2017-02-25,4.6,3142,2,1,1,0.0,83.0,Stonnington,-37.8416,145.0313,Southern Metropolitan,7217,"-37.8416, 145.0313",St,5,2,57,1
6397,Toorak,2,t,2100000.0,PI,other,2017-02-25,4.6,3142,2,2,3,457.0,126.0,Stonnington,-37.8464,145.0142,Southern Metropolitan,7217,"-37.8464, 145.0142",St,5,2,47,1
6398,Toorak,1,u,460000.0,PI,hockingstuart,2016-07-26,4.6,3142,1,1,1,0.0,7.0,Stonnington,-37.8373,145.0116,Southern Metropolitan,7217,"-37.8373, 145.0116",Rd,1,7,46,0
6399,Toorak,2,u,1400000.0,PI,Williams,2016-06-27,4.6,3142,2,2,2,2927.0,126.0,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217,"-37.8414, 145.0137",Rd,0,6,46,0
6400,Toorak,2,u,511000.0,SP,other,2016-06-27,4.6,3142,2,1,2,0.0,68.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217,"-37.8424, 145.0184",Rd,0,6,46,0
6401,Toorak,2,u,645000.0,SP,Marshall,2016-06-27,4.6,3142,2,1,1,0.0,126.0,Stonnington,-37.8428,145.0216,Southern Metropolitan,7217,"-37.8428, 145.0216",Rd,0,6,46,0
6402,Toorak,3,t,910000.0,PI,Marshall,2016-11-27,4.6,3142,3,2,2,0.0,136.0,Stonnington,-37.842,145.0046,Southern Metropolitan,7217,"-37.842, 145.0046",Rd,6,11,36,1
6403,Toorak,3,h,2250000.0,SP,other,2016-05-28,4.6,3142,3,3,2,575.0,205.0,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217,"-37.8375, 145.0092",St,5,5,86,1
6404,Toorak,2,u,525000.0,S,Jellis,2016-05-28,4.6,3142,2,1,1,0.0,82.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217,"-37.8424, 145.0184",Rd,5,5,66,1
6405,Toorak,3,h,3270000.0,S,Marshall,2016-08-28,4.6,3142,3,2,1,363.0,215.0,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217,"-37.8445, 145.0182",Ct,6,8,81,1
6406,Toorak,2,u,866000.0,S,Marshall,2016-07-30,4.6,3142,2,0,0,0.0,126.0,Stonnington,-37.8458,145.0221,Southern Metropolitan,7217,"-37.8458, 145.0221",Rd,5,7,46,1
6407,Toorak,3,h,1170000.0,S,Fletchers,2016-07-30,4.6,3142,3,1,1,405.0,126.0,Stonnington,-37.8475,145.00799999999995,Southern Metropolitan,7217,"-37.8475, 145.008",Rd,5,7,46,1
6408,Toorak,2,u,920000.0,S,RT,2016-07-30,4.6,3142,2,1,1,0.0,126.0,Stonnington,-37.8427,145.0242,Southern Metropolitan,7217,"-37.8427, 145.0242",Rd,5,7,86,1
6409,Viewbank,4,h,910000.0,S,Miles,2016-09-03,13.8,3084,4,2,2,626.0,126.0,Banyule,-37.735,145.0921,Eastern Metropolitan,2698,"-37.735, 145.0921",other,5,9,46,1
6410,Viewbank,3,h,960000.0,S,Miles,2016-09-03,13.8,3084,4,2,2,656.0,183.0,Banyule,-37.7322,145.0995,Eastern Metropolitan,2698,"-37.7322, 145.0995",other,5,9,26,1
6411,Viewbank,2,u,556000.0,S,Ray,2016-12-03,13.8,3084,2,1,1,195.0,126.0,Banyule,-37.7405,145.0876,Eastern Metropolitan,2698,"-37.7405, 145.0876",St,5,12,21,1
6412,Viewbank,4,h,1010000.0,S,Miles,2016-12-03,13.8,3084,4,3,2,669.0,163.0,Banyule,-37.7419,145.083,Eastern Metropolitan,2698,"-37.7419, 145.083",Rd,5,12,56,1
6413,Viewbank,3,h,880000.0,SP,Buckingham,2016-12-03,13.8,3084,3,2,4,704.0,167.0,Banyule,-37.7327,145.0913,Eastern Metropolitan,2698,"-37.7327, 145.0913",other,5,12,46,1
6414,Viewbank,4,h,920250.0,S,Nelson,2017-03-04,13.8,3084,4,2,2,558.0,126.0,Banyule,-37.7328,145.0916,Eastern Metropolitan,2698,"-37.7328, 145.0916",other,5,3,47,1
6415,Viewbank,4,h,1080000.0,S,Miles,2017-03-04,13.8,3084,4,1,2,676.0,126.0,Banyule,-37.7389,145.0861,Eastern Metropolitan,2698,"-37.7389, 145.0861",Pde,5,3,47,1
6416,Viewbank,3,h,770000.0,S,Barry,2016-06-04,13.8,3084,3,2,2,577.0,135.0,Banyule,-37.7376,145.0895,Eastern Metropolitan,2698,"-37.7376, 145.0895",Dr,5,6,46,1
6417,Viewbank,4,h,730000.0,PI,Miles,2016-06-04,13.8,3084,4,1,1,865.0,172.0,Banyule,-37.7297,145.0946,Eastern Metropolitan,2698,"-37.7297, 145.0946",Ct,5,6,56,1
6418,Viewbank,3,h,820000.0,S,Nelson,2016-08-06,13.8,3084,3,2,2,555.0,126.0,Banyule,-37.7324,145.0862,Eastern Metropolitan,2698,"-37.7324, 145.0862",other,5,8,46,1
6419,Viewbank,4,h,1102500.0,S,Miles,2016-05-07,13.8,3084,4,2,1,659.0,189.0,Banyule,-37.7373,145.0847,Eastern Metropolitan,2698,"-37.7373, 145.0847",Rd,5,5,46,1
6420,Viewbank,4,h,1005000.0,S,other,2016-11-07,13.8,3084,4,2,1,696.0,183.0,Banyule,-37.7395,145.0875,Eastern Metropolitan,2698,"-37.7395, 145.0875",Pde,0,11,66,0
6421,Viewbank,2,u,555000.0,SP,Miles,2016-12-10,13.8,3084,2,1,2,197.0,90.0,Banyule,-37.7393,145.0806,Eastern Metropolitan,2698,"-37.7393, 145.0806",Rd,5,12,36,1
6422,Viewbank,2,u,546000.0,S,Miles,2016-11-12,13.8,3084,2,1,1,177.0,100.0,Banyule,-37.7388,145.08100000000005,Eastern Metropolitan,2698,"-37.7388, 145.081",Rd,5,11,41,1
6423,Viewbank,3,h,765000.0,S,Ray,2016-05-14,13.8,3084,3,1,2,608.0,138.0,Banyule,-37.7396,145.0885,Eastern Metropolitan,2698,"-37.7396, 145.0885",St,5,5,41,1
6424,Viewbank,3,h,920000.0,S,Miles,2016-05-14,13.8,3084,3,2,2,834.0,143.0,Banyule,-37.7396,145.0884,Eastern Metropolitan,2698,"-37.7396, 145.0884",St,5,5,41,1
6425,Viewbank,5,h,895000.0,S,Barry,2016-05-14,13.8,3084,5,3,2,648.0,126.0,Banyule,-37.7346,145.093,Eastern Metropolitan,2698,"-37.7346, 145.093",Ct,5,5,46,1
6426,Viewbank,3,h,775000.0,SP,Miles,2016-04-16,13.8,3084,5,3,2,586.0,126.0,Banyule,-37.7405,145.0886,Eastern Metropolitan,2698,"-37.7405, 145.0886",St,5,4,46,1
6427,Viewbank,3,u,440000.0,SP,Barry,2016-07-16,13.8,3084,3,1,1,416.0,126.0,Banyule,-37.7321,145.0828,Eastern Metropolitan,2698,"-37.7321, 145.0828",Rd,5,7,46,1
6428,Viewbank,4,h,1042500.0,S,Miles,2016-09-17,13.8,3084,4,2,2,648.0,126.0,Banyule,-37.7363,145.0851,Eastern Metropolitan,2698,"-37.7363, 145.0851",Rd,5,9,46,1
6429,Viewbank,5,h,1025000.0,S,Nelson,2016-09-17,13.8,3084,5,3,2,531.0,233.0,Banyule,-37.7378,145.0955,Eastern Metropolitan,2698,"-37.7378, 145.0955",Dr,5,9,38,1
6430,Viewbank,4,h,940000.0,VB,Miles,2016-06-18,13.8,3084,4,3,2,574.0,126.0,Banyule,-37.7319,145.0907,Eastern Metropolitan,2698,"-37.7319, 145.0907",Rd,5,6,46,1
6431,Viewbank,4,h,895000.0,S,Miles,2016-06-18,13.8,3084,4,2,2,700.0,18.0,Banyule,-37.7326,145.0881,Eastern Metropolitan,2698,"-37.7326, 145.0881",other,5,6,36,1
6432,Viewbank,3,h,820000.0,S,other,2016-05-22,13.8,3084,3,2,2,628.0,177.0,Banyule,-37.7314,145.0941,Eastern Metropolitan,2698,"-37.7314, 145.0941",Rd,6,5,56,1
6433,Viewbank,3,h,870000.0,SP,Nelson,2016-08-22,13.8,3084,3,1,2,698.0,137.0,Banyule,-37.7343,145.0837,Eastern Metropolitan,2698,"-37.7343, 145.0837",Rd,0,8,56,0
6434,Viewbank,4,h,1085000.0,S,Barry,2016-08-22,13.8,3084,4,3,2,599.0,126.0,Banyule,-37.7397,145.0934,Eastern Metropolitan,2698,"-37.7397, 145.0934",Rd,0,8,46,0
6435,Viewbank,3,h,915000.0,S,Miles,2017-02-25,13.8,3084,3,2,2,769.0,126.0,Banyule,-37.7298,145.0947,Eastern Metropolitan,2698,"-37.7298, 145.0947",Ct,5,2,47,1
6436,Viewbank,4,h,1050000.0,VB,Nelson,2016-07-26,13.8,3084,4,2,2,660.0,202.0,Banyule,-37.7375,145.0917,Eastern Metropolitan,2698,"-37.7375, 145.0917",other,1,7,39,0
6437,Watsonia,3,h,660000.0,S,other,2016-12-03,14.9,3087,3,1,0,583.0,124.0,Banyule,-37.7137,145.0778,Northern Metropolitan,2329,"-37.7137, 145.0778",Ct,5,12,46,1
6438,Watsonia,3,h,581000.0,S,Barry,2016-12-03,14.9,3087,3,2,2,567.0,100.0,Banyule,-37.7148,145.0851,Northern Metropolitan,2329,"-37.7148, 145.0851",Rd,5,12,46,1
6439,Watsonia,3,h,1000000.0,S,Buckingham,2017-03-04,14.9,3087,3,2,2,739.0,126.0,Banyule,-37.7104,145.0817,Northern Metropolitan,2329,"-37.7104, 145.0817",St,5,3,47,1
6440,Watsonia,3,h,785000.0,S,Barry,2017-03-04,14.9,3087,3,1,2,0.0,126.0,Banyule,-37.7114,145.0885,Northern Metropolitan,2329,"-37.7114, 145.0885",Rd,5,3,47,1
6441,Watsonia,3,h,600000.0,SP,Barry,2016-06-04,14.9,3087,3,1,1,605.0,129.0,Banyule,-37.7166,145.0837,Northern Metropolitan,2329,"-37.7166, 145.0837",St,5,6,46,1
6442,Watsonia,3,h,690000.0,S,Buckingham,2016-08-06,14.9,3087,3,2,1,308.0,129.0,Banyule,-37.7078,145.0807,Northern Metropolitan,2329,"-37.7078, 145.0807",St,5,8,1,1
6443,Watsonia,3,h,582000.0,S,other,2016-10-08,14.9,3087,3,1,0,302.0,90.0,Banyule,-37.7163,145.0768,Northern Metropolitan,2329,"-37.7163, 145.0768",Dr,5,10,66,1
6444,Watsonia,3,h,740000.0,S,Buckingham,2016-09-10,14.9,3087,3,1,1,591.0,104.0,Banyule,-37.7135,145.0783,Northern Metropolitan,2329,"-37.7135, 145.0783",Ct,5,9,56,1
6445,Watsonia,3,h,671000.0,S,Barry,2016-11-12,14.9,3087,3,2,2,280.0,163.0,Banyule,-37.7153,145.0854,Northern Metropolitan,2329,"-37.7153, 145.0854",Rd,5,11,14,1
6446,Watsonia,3,h,741000.0,SP,Buckingham,2016-11-12,14.9,3087,3,1,1,671.0,103.0,Banyule,-37.7072,145.0855,Northern Metropolitan,2329,"-37.7072, 145.0855",St,5,11,56,1
6447,Watsonia,4,h,706000.0,S,Ray,2016-11-12,14.9,3087,4,1,2,581.0,126.0,Banyule,-37.7094,145.0877,Northern Metropolitan,2329,"-37.7094, 145.0877",St,5,11,46,1
6448,Watsonia,3,h,725000.0,S,Buckingham,2016-11-12,14.9,3087,3,1,1,545.0,126.0,Banyule,-37.7088,145.0893,Northern Metropolitan,2329,"-37.7088, 145.0893",St,5,11,46,1
6449,Watsonia,3,h,808000.0,S,other,2016-08-13,14.9,3087,3,2,2,265.0,260.0,Banyule,-37.7101,145.0785,Northern Metropolitan,2329,"-37.7101, 145.0785",St,5,8,46,1
6450,Watsonia,3,h,711000.0,S,Barry,2016-05-14,14.9,3087,3,1,2,658.0,126.0,Banyule,-37.7147,145.0752,Northern Metropolitan,2329,"-37.7147, 145.0752",Ct,5,5,46,1
6451,Watsonia,3,u,537000.0,S,Barry,2016-05-14,14.9,3087,3,1,2,327.0,95.0,Banyule,-37.7125,145.0768,Northern Metropolitan,2329,"-37.7125, 145.0768",St,5,5,56,1
6452,Watsonia,3,h,1040000.0,PI,Buckingham,2016-04-16,14.9,3087,3,2,1,903.0,131.0,Banyule,-37.7085,145.0824,Northern Metropolitan,2329,"-37.7085, 145.0824",St,5,4,66,1
6453,Watsonia,4,h,1171000.0,S,Buckingham,2016-07-16,14.9,3087,3,3,2,670.0,325.0,Banyule,-37.7122,145.0765,Northern Metropolitan,2329,"-37.7122, 145.0765",St,5,7,6,1
6454,Watsonia,2,h,662000.0,S,Buckingham,2016-07-16,14.9,3087,2,1,2,605.0,114.0,Banyule,-37.7118,145.088,Northern Metropolitan,2329,"-37.7118, 145.088",St,5,7,56,1
6455,Watsonia,3,h,800000.0,S,hockingstuart,2016-06-18,14.9,3087,4,2,2,595.0,126.0,Banyule,-37.7023,145.0775,Northern Metropolitan,2329,"-37.7023, 145.0775",Pl,5,6,16,1
6456,Watsonia,3,h,922000.0,S,Barry,2016-05-22,14.9,3087,3,1,2,798.0,153.0,Banyule,-37.7112,145.0869,Northern Metropolitan,2329,"-37.7112, 145.0869",St,6,5,56,1
6457,Watsonia,2,t,485000.0,S,Stockdale,2016-04-23,14.9,3087,2,1,1,184.0,126.0,Banyule,-37.7143,145.0781,Northern Metropolitan,2329,"-37.7143, 145.0781",St,5,4,46,1
6458,Watsonia,3,h,860500.0,S,Barry,2016-09-24,14.9,3087,3,2,0,767.0,147.0,Banyule,-37.7084,145.0788,Northern Metropolitan,2329,"-37.7084, 145.0788",Dr,5,9,56,1
6459,Watsonia,3,h,702000.0,S,Buckingham,2016-09-24,14.9,3087,3,1,1,604.0,97.0,Banyule,-37.7115,145.088,Northern Metropolitan,2329,"-37.7115, 145.088",St,5,9,46,1
6460,Watsonia,3,h,627500.0,S,Barry,2016-09-24,14.9,3087,3,1,1,319.0,96.0,Banyule,-37.7165,145.0759,Northern Metropolitan,2329,"-37.7165, 145.0759",Dr,5,9,16,1
6461,Watsonia,3,h,632000.0,PI,other,2017-02-25,14.9,3087,3,1,2,650.0,126.0,Banyule,-37.711,145.0854,Northern Metropolitan,2329,"-37.711, 145.0854",St,5,2,47,1
6462,Watsonia,3,h,601000.0,S,other,2016-06-27,14.9,3087,3,1,1,653.0,126.0,Banyule,-37.7163,145.08700000000005,Northern Metropolitan,2329,"-37.7163, 145.087",St,0,6,46,0
6463,Watsonia,3,u,549000.0,S,other,2016-06-27,14.9,3087,3,1,1,0.0,89.0,Banyule,-37.7141,145.0754,Northern Metropolitan,2329,"-37.7141, 145.0754",Ct,0,6,36,0
6464,Watsonia,2,u,342500.0,S,Miles,2016-11-27,14.9,3087,2,1,1,0.0,126.0,Banyule,-37.7167,145.0807,Northern Metropolitan,2329,"-37.7167, 145.0807",Dr,6,11,46,1
6465,Watsonia,2,h,701000.0,S,Barry,2016-05-28,14.9,3087,4,1,2,762.0,98.0,Banyule,-37.7112,145.0861,Northern Metropolitan,2329,"-37.7112, 145.0861",St,5,5,46,1
6466,Watsonia,3,h,645000.0,S,Ray,2016-08-28,14.9,3087,3,1,1,355.0,111.0,Banyule,-37.7065,145.0825,Northern Metropolitan,2329,"-37.7065, 145.0825",St,6,8,50,1
6467,Watsonia,3,h,838000.0,S,Barry,2016-07-30,14.9,3087,3,1,2,828.0,126.0,Banyule,-37.7161,145.0804,Northern Metropolitan,2329,"-37.7161, 145.0804",Pde,5,7,46,1
6468,West Melbourne,3,t,1010000.0,S,Jellis,2016-09-03,1.9,3003,3,3,2,0.0,132.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230,"-37.8048, 144.9424",St,5,9,76,1
6469,West Melbourne,3,u,650000.0,S,other,2016-12-03,1.9,3003,3,2,1,0.0,126.0,Melbourne,-37.8117,144.9518,Northern Metropolitan,2230,"-37.8117, 144.9518",St,5,12,46,1
6470,West Melbourne,3,h,1260000.0,S,Alexkarbon,2016-06-04,1.9,3003,2,3,2,506.0,195.0,Melbourne,-37.805,144.9448,Northern Metropolitan,2230,"-37.805, 144.9448",St,5,6,16,1
6471,West Melbourne,1,u,460000.0,PI,Nelson,2016-06-04,1.9,3003,1,1,1,0.0,52.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,"-37.8076, 144.9456",St,5,6,16,1
6472,West Melbourne,3,h,2370000.0,S,Alexkarbon,2016-06-04,1.9,3003,3,3,2,265.0,280.0,Melbourne,-37.8073,144.9481,Northern Metropolitan,2230,"-37.8073, 144.9481",St,5,6,136,1
6473,West Melbourne,2,t,800000.0,VB,Nelson,2016-08-06,1.9,3003,2,2,2,54.0,89.0,Melbourne,-37.8094,144.9479,Northern Metropolitan,2230,"-37.8094, 144.9479",St,5,8,10,1
6474,West Melbourne,1,u,550000.0,S,Nelson,2016-05-07,1.9,3003,1,1,1,0.0,207.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,"-37.8076, 144.9456",St,5,5,86,1
6475,West Melbourne,3,u,660000.0,PI,hockingstuart,2016-05-07,1.9,3003,3,2,1,0.0,100.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,"-37.8118, 144.9526",St,5,5,18,1
6476,West Melbourne,2,t,1055000.0,S,Jellis,2016-10-08,1.9,3003,2,1,1,0.0,154.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230,"-37.8094, 144.9452",St,5,10,7,1
6477,West Melbourne,3,u,995000.0,S,Alexkarbon,2017-03-18,1.9,3003,3,1,1,0.0,153.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230,"-37.8076, 144.9474",St,5,3,77,1
6478,West Melbourne,3,t,1130000.0,PI,other,2016-06-18,1.9,3003,3,2,2,116.0,126.0,Melbourne,-37.8102,144.9515,Northern Metropolitan,2230,"-37.8102, 144.9515",St,5,6,14,1
6479,West Melbourne,1,u,443000.0,S,Nelson,2016-09-24,1.9,3003,1,1,1,547.0,58.0,Melbourne,-37.806,144.942,Northern Metropolitan,2230,"-37.806, 144.942",St,5,9,116,1
6480,West Melbourne,3,t,1120000.0,S,Jellis,2017-02-25,1.9,3003,3,3,1,801.0,122.0,Melbourne,-37.8067,144.9435,Northern Metropolitan,2230,"-37.8067, 144.9435",St,5,2,9,1
6481,West Melbourne,1,u,482000.0,SP,Nelson,2016-07-26,1.9,3003,1,1,1,0.0,62.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230,"-37.8076, 144.9456",St,1,7,86,0
6482,West Melbourne,2,u,620000.0,S,Jellis,2016-05-28,1.9,3003,2,1,1,0.0,83.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230,"-37.8091, 144.952",St,5,5,14,1
6483,West Melbourne,4,h,2100000.0,S,Brad,2016-05-28,1.9,3003,4,1,0,440.0,126.0,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230,"-37.8056, 144.9463",St,5,5,46,1
6484,West Melbourne,3,u,601000.0,S,other,2016-07-30,1.9,3003,2,1,1,0.0,81.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,"-37.8118, 144.9526",St,5,7,20,1
6485,Williamstown,4,h,1325000.0,S,hockingstuart,2016-09-03,8.0,3016,3,2,1,452.0,126.0,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380,"-37.855, 144.8905",St,5,9,46,1
6486,Williamstown,4,h,1400000.0,S,other,2016-09-03,8.0,3016,4,2,1,320.0,160.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380,"-37.8613, 144.8988",St,5,9,66,1
6487,Williamstown,3,h,1535000.0,S,Greg,2016-09-03,8.0,3016,3,1,1,507.0,186.0,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380,"-37.8681, 144.8994",St,5,9,106,1
6488,Williamstown,3,u,890000.0,S,other,2016-12-03,8.0,3016,3,1,3,0.0,111.0,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380,"-37.8663, 144.8883",St,5,12,36,1
6489,Williamstown,4,h,1400000.0,PI,hockingstuart,2017-03-04,8.0,3016,4,2,4,457.0,126.0,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380,"-37.8517, 144.8923",St,5,3,47,1
6490,Williamstown,3,h,1800000.0,VB,Raine,2017-03-04,8.0,3016,3,2,2,332.0,252.0,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380,"-37.8652, 144.9019",St,5,3,11,1
6491,Williamstown,2,h,1050000.0,S,Sweeney,2017-03-04,8.0,3016,2,1,4,445.0,148.0,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380,"-37.8615, 144.8827",St,5,3,47,1
6492,Williamstown,2,h,850000.0,SP,Greg,2017-03-04,8.0,3016,2,1,1,278.0,126.0,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380,"-37.857, 144.8906",Rd,5,3,47,1
6493,Williamstown,4,h,2910000.0,SP,Greg,2017-03-04,8.0,3016,4,3,0,338.0,196.0,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380,"-37.8633, 144.8963",St,5,3,127,1
6494,Williamstown,3,h,2910000.0,SP,Greg,2017-03-04,8.0,3016,3,3,2,515.0,286.0,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380,"-37.8609, 144.8947",St,5,3,27,1
6495,Williamstown,4,h,2640000.0,S,Williams,2017-03-04,8.0,3016,4,2,2,650.0,126.0,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380,"-37.8671, 144.8875",St,5,3,47,1
6496,Williamstown,3,h,1200000.0,S,RT,2016-06-04,8.0,3016,3,2,2,315.0,174.0,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380,"-37.8595, 144.8868",St,5,6,26,1
6497,Williamstown,4,h,3130000.0,S,RT,2016-06-04,8.0,3016,4,2,2,897.0,126.0,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380,"-37.8679, 144.899",St,5,6,96,1
6498,Williamstown,3,h,1460000.0,S,Greg,2016-05-07,8.0,3016,3,1,2,373.0,107.0,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380,"-37.8661, 144.8973",St,5,5,46,1
6499,Williamstown,1,u,310000.0,SP,Sweeney,2016-05-07,8.0,3016,1,1,1,0.0,58.0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380,"-37.8588, 144.8919",St,5,5,48,1
6500,Williamstown,3,h,1200000.0,S,Williams,2016-11-07,8.0,3016,3,2,2,348.0,200.0,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380,"-37.8578, 144.8799",Dr,0,11,19,0
6501,Williamstown,3,h,1560000.0,SP,Greg,2016-11-07,8.0,3016,3,2,2,310.0,179.0,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380,"-37.8644, 144.9039",other,0,11,11,0
6502,Williamstown,3,h,1575000.0,S,Greg,2016-11-07,8.0,3016,3,2,3,430.0,215.0,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380,"-37.8613, 144.8939",St,0,11,20,0
6503,Williamstown,2,t,830000.0,SP,Greg,2016-11-07,8.0,3016,2,1,1,84.0,110.0,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380,"-37.8581, 144.9015",other,0,11,36,0
6504,Williamstown,2,t,830000.0,SP,Greg,2016-11-07,8.0,3016,2,1,0,56.0,126.0,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380,"-37.8581, 144.9011",other,0,11,46,0
6505,Williamstown,4,h,1085000.0,S,Greg,2016-10-08,8.0,3016,3,1,2,458.0,126.0,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380,"-37.8571, 144.8915",Rd,5,10,46,1
6506,Williamstown,4,h,1815000.0,PI,Sweeney,2016-10-08,8.0,3016,4,3,2,321.0,287.0,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,"-37.8623, 144.8884",St,5,10,46,1
6507,Williamstown,3,h,1470000.0,S,Jas,2016-10-08,8.0,3016,3,2,1,364.0,93.0,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380,"-37.8513, 144.8961",St,5,10,46,1
6508,Williamstown,4,h,2230000.0,S,Greg,2016-09-10,8.0,3016,3,2,2,782.0,212.0,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380,"-37.8647, 144.8867",St,5,9,116,1
6509,Williamstown,3,t,1460000.0,S,Greg,2016-12-10,8.0,3016,3,2,2,506.0,180.0,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380,"-37.8658, 144.8857",St,5,12,6,1
6510,Williamstown,5,h,1410000.0,SP,Sweeney,2016-12-10,8.0,3016,5,2,2,195.0,260.0,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380,"-37.8643, 144.8935",other,5,12,46,1
6511,Williamstown,2,h,940000.0,S,RT,2016-12-10,8.0,3016,2,1,0,166.0,126.0,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380,"-37.8695, 144.9009",St,5,12,30,1
6512,Williamstown,4,h,1900000.0,SP,Village,2017-03-11,8.0,3016,4,3,2,321.0,287.0,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,"-37.8623, 144.8884",St,5,3,47,1
6513,Williamstown,4,h,1330000.0,S,Williams,2016-11-12,8.0,3016,4,3,2,217.0,266.0,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380,"-37.8634, 144.8796",Dr,5,11,13,1
6514,Williamstown,3,h,1010000.0,PI,Sweeney,2016-11-12,8.0,3016,3,2,2,250.0,185.0,Hobsons Bay,-37.8667,144.903,Western Metropolitan,6380,"-37.8667, 144.903",Pl,5,11,46,1
6515,Williamstown,3,h,1010000.0,S,Raine,2016-08-13,8.0,3016,3,2,2,418.0,204.0,Hobsons Bay,-37.8571,144.8767,Western Metropolitan,6380,"-37.8571, 144.8767",St,5,8,21,1
6516,Williamstown,2,u,450000.0,S,Williams,2016-05-14,8.0,3016,2,1,2,0.0,126.0,Hobsons Bay,-37.8536,144.899,Western Metropolitan,6380,"-37.8536, 144.899",Rd,5,5,46,1
6517,Williamstown,2,u,513500.0,S,RT,2016-05-14,8.0,3016,2,1,1,0.0,72.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380,"-37.8536, 144.8981",Rd,5,5,36,1
6518,Williamstown,2,h,1000000.0,S,Jas,2016-10-15,8.0,3016,2,1,0,240.0,126.0,Hobsons Bay,-37.8544,144.8922,Western Metropolitan,6380,"-37.8544, 144.8922",St,5,10,46,1
6519,Williamstown,2,u,415000.0,S,Greg,2016-10-15,8.0,3016,2,1,1,0.0,126.0,Hobsons Bay,-37.857,144.891,Western Metropolitan,6380,"-37.857, 144.891",Rd,5,10,46,1
6520,Williamstown,3,h,906000.0,SP,other,2016-04-16,8.0,3016,3,2,2,270.0,126.0,Hobsons Bay,-37.8608,144.8803,Western Metropolitan,6380,"-37.8608, 144.8803",Dr,5,4,46,1
6521,Williamstown,4,h,1805000.0,S,Greg,2016-04-16,8.0,3016,3,2,2,466.0,160.0,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380,"-37.8621, 144.8872",St,5,4,86,1
6522,Williamstown,4,h,1126000.0,SP,other,2016-04-16,8.0,3016,4,1,1,307.0,150.0,Hobsons Bay,-37.8525,144.8945,Western Metropolitan,6380,"-37.8525, 144.8945",St,5,4,116,1
